,Material,ICSD number,GGA gap,HSE gap,Atomic mass,Atomic no,Atomic orbitals_1s,Atomic orbitals_2s,Atomic orbitals_2p,Atomic orbitals_3s,Atomic orbitals_3p,Atomic orbitals_3d,Atomic orbitals_4s,Atomic orbitals_4p,Atomic orbitals_4d,Atomic orbitals_4f,Atomic orbitals_5s,Atomic orbitals_5p,Atomic orbitals_5d,Atomic orbitals_5f,Atomic orbitals_6s,Atomic orbitals_6p,Atomic orbitals_6d,Atomic orbitals_7s,Atomic radius,Atomic radius calculated,Boiling point,Brinell hardness,Bulk modulus,Coefficient of linear thermal epansion,Common oxidation states_-4,Common oxidation states_-3,Common oxidation states_-2,Common oxidation states_-1,Common oxidation states_0,Common oxidation states_1,Common oxidation states_2,Common oxidation states_3,Common oxidation states_4,Common oxidation states_5,Common oxidation states_6,Common oxidation states_7,Critical temperature,Density of solid,Electrical resistivity,Unnamed: 45,Ionic radii_-3,Ionic radii_-2,Ionic radii_-1,Ionic radii_0,Ionic radii_1,Ionic radii_2,Ionic radii_3,Ionic radii_4,Ionic radii_5,Ionic radii_6,Ionic radii_7,Ionic radii_8,Liquid range,Melting point,Mendeleev no,Mineral hardness,Molar volume,Unnamed: 63,Oxidation states_-4,Oxidation states_-3,Oxidation states_-2,Oxidation states_-1,Oxidation states_0,Oxidation states_1,Oxidation states_2,Oxidation states_3,Oxidation states_4,Oxidation states_5,Oxidation states_6,Oxidation states_7,Oxidation states_8,Poissons ratio,Reflectivity,Refractive index,Rigidity modulus,Superconduction temperature,Thermal conductivity,Van der waals radius,Velocity of sound,Vickers hardness,X,Youngs modulus,Metallic radius,iupac_ordering,IUPAC ordering,ICSD oxidation states_-4,ICSD oxidation states_-3,ICSD oxidation states_-2,ICSD oxidation states_-1,ICSD oxidation states_0,ICSD oxidation states_1,ICSD oxidation states_2,ICSD oxidation states_3,ICSD oxidation states_4,ICSD oxidation states_5,ICSD oxidation states_6,ICSD oxidation states_7,Unnamed: 103,Unnamed: 104,NMR Quadrupole Moment_3,Max oxidation state,Min oxidation state,Ionic radii hs_2,Ionic radii hs_3,Ionic radii hs_4,Ionic radii ls_2,Ionic radii ls_3,Ionic radii ls_4,Ionic radii ls_5,Ionic radii ls_6,Ionic radii ls_7
1427,Fe6Ga5,2146,0,,55.84500000000001,26.0,-254.22550499999997,-29.564859999999996,-25.551766,-3.360621,-2.187523,-0.295049,-0.197978,,,,,,,,,,,,1.4,1.56,3134.0,490.0,170.0,11.8,,,,,,,1.0,1.0,,,,,,7874.0,10.0,,,,,,,0.92,0.785,,,,,,1323.0,1811.0,61.0,4.0,7.090000000000002,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.29,0.65,,82.0,,80.0,,4910.0,608.0,1.8300000000000003,211.0,1.2770000000000001,64.0,64.0,,,,,,,1.0,1.0,,,,,,,,,,0.92,0.785,,0.75,0.69,0.725,,0.39,
1429,Mn3Sn1,104978,0,,54.938044999999995,25.0,-233.696912,-26.866646000000003,-23.066297,-3.076637,-1.99145,-0.26654,-0.191136,,,,,,,,,,,,1.4,1.61,2334.0,196.0,120.0,21.7,,,,,,,1.0,,1.0,,,1.0,,7470.0,144.0,,,,,,,0.97,0.785,0.67,0.47,0.395,0.6,,815.0,1519.0,60.0,6.0,7.35,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,7.8,,5150.0,,1.55,198.0,1.2919999999999998,61.0,61.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,0.97,0.785,,0.81,0.72,0.67,0.47,0.395,0.6
1431,Mn2O3,159865,0,,54.93804500000001,25.0,-233.696912,-26.866646,-23.066297,-3.076637,-1.99145,-0.26654,-0.19113600000000006,,,,,,,,,,,,1.4,1.61,2334.0,196.0,120.0,21.7,,,,,,,1.0,,1.0,,,1.0,,7470.0,144.0,,,,,,,0.97,0.7849999999999999,0.6700000000000002,0.4699999999999999,0.395,0.6,,815.0,1519.0,60.0,6.0,7.35,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,7.8,,5150.0,,1.55,198.0,1.2920000000000005,61.0,61.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,0.97,0.7849999999999999,,0.8100000000000002,0.72,0.6700000000000002,0.4699999999999999,0.395,0.6
1433,Ge3Ni5,77958,0,,72.64,32.0,-396.29299100000003,-49.055282,-43.720129,-5.9614720000000005,-4.194822,-1.117316,-0.42652299999999993,-0.149882,,,,,,,,,,,1.25,1.25,3093.0,,,6.0,1.0,,,,,,1.0,,1.0,,,,,5323.0,50000.0,,,,,,,0.8699999999999999,,0.67,,,,,1881.6,1211.4,84.0,6.0,13.63,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,60.0,2.11,5400.0,,2.01,,1.39,84.0,84.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
1435,Ca1Ni3,619444,0,,40.078,20.0,-143.935181,-15.046904999999999,-12.285376,-1.706331,-1.030572,,-0.14141099999999998,,,,,,,,,,,,1.8,1.94,1757.0,167.0,17.0,22.3,,,,,,,1.0,,,,,,,1550.0,3.4,,,,,,,1.14,,,,,,,642.0,1115.0,16.0,1.75,26.2,,,,,,,,1.0,,,,,,,0.31,,,7.4,,200.0,2.31,3810.0,,1.0,20.0,1.976,15.0,15.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1440,Cl3Ru1,22092,0,,35.453,17.0,-100.369229,-9.187992999999999,-7.039982000000001,-0.754458,-0.32038,,,,,,,,,,,,,,1.0,0.79,239.11,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,417.0,,,,,,1.67,,,,,,0.26,,0.41,,67.51,171.6,99.0,,17.39,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.000773,,,0.0089,1.75,206.0,,3.16,,,101.0,101.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1441,N2Sr1,411556,0,,14.0067,7.0,-14.011501,-0.6761510000000001,-0.266297,,,,,,,,,,,,,,,,0.65,0.56,77.36,,,,,1.0,,,,,,1.0,,1.0,,,126.2,,,,1.32,,,,,,0.3,,0.27,,,,14.31,63.04999999999999,100.0,,13.54,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.000298,,,0.02583,1.55,333.6,,3.0400000000000005,,,91.0,91.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
1442,S1Ta2,26184,0,,32.065,16.0,-87.789937,-7.699940000000002,-5.751257,-0.630912,-0.261676,,,,,,,,,,,,,,1.0,0.88,717.87,,7.7,,,,1.0,,,,1.0,,1.0,,1.0,,1314.0,1960.0,,,,1.7,,,,,,0.51,,0.43,,,329.51,388.36,94.0,2.0,15.53,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.001111,,,0.205,1.8,,,2.58,,,96.0,96.0,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,
1445,Fe1Zr2,103713,0,,55.845,26.0,-254.22550499999997,-29.564859999999996,-25.551766,-3.360621,-2.187523,-0.295049,-0.197978,,,,,,,,,,,,1.3999999999999997,1.5599999999999998,3134.0,490.0,170.0,11.800000000000002,,,,,,,1.0,1.0,,,,,,7874.0,10.0,,,,,,,0.92,0.785,,,,,,1323.0,1811.0,61.0,4.0,7.09,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.29,0.65,,82.0,,80.0,,4910.0,608.0,1.83,211.0,1.2770000000000001,64.0,64.0,,,,,,,1.0,1.0,,,,,,,,,,0.92,0.785,,0.75,0.69,0.725,,0.39,
1448,Pt1V1,105835,0,,195.084,78.0,-2613.096532,-434.85800300000005,-417.96053,-101.274869,-93.309108,-78.40027099999999,-21.110651,-17.697297,-11.419476,-3.038049,-2.950526,-1.8842560000000002,-0.273634,,-0.16130799999999998,,,,1.35,1.77,4098.0,392.0,230.0,8.8,,,,,,,1.0,,1.0,,,,,21090.0,10.6,,,,,,,0.94,,0.765,0.71,,,,2056.6,2041.4,68.0,3.5,9.09,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,0.38,0.73,,61.0,,72.0,1.75,2680.0,549.0,2.28,168.0,1.3869999999999998,68.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,C5Nb6,167353,0,,12.010700000000002,6.0,-9.947718,-0.5008660000000001,-0.199186,,,,,,,,,,,,,,,,0.7,0.67,4300.0,,33.0,7.1,1.0,,,,,,,,1.0,,,,,2267.0,1000.0,,,,,,,,,0.3,,,,,500.0,3800.0,95.0,0.5,5.29,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,0.27,2.417,,,140.0,1.7,18350.0,,2.55,,,86.0,86.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
1454,Mo9Se11,170348,0,,95.94,42.0,-709.232119,-98.503638,-90.79154100000001,-16.681545,-13.71481,-8.257721,-2.234824,-1.39005,-0.153347,,-0.14787999999999998,,,,,,,,1.45,1.9,4912.0,1500.0,230.0,4.8,,,,,,,,,1.0,,1.0,,,10280.0,5.5,,,,,,,,0.8299999999999998,0.79,0.75,0.73,,,2016.0,2896.0,56.0,5.5,9.38,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.31,0.58,,20.0,0.915,139.0,,6190.0,1530.0,2.16,329.0,1.402,57.0,57.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
1457,Mg1Ni3,193569,0,,24.305,12.0,-45.973167,-2.903746,-1.71897,-0.175427,,,,,,,,,,,,,,,1.5,1.45,1363.0,260.0,45.0,8.2,,,,,,,1.0,,,,,,,1738.0,4.4,,,,,,,0.86,,,,,,,440.0,923.0,73.0,2.5,14.0,,,,,,,1.0,1.0,,,,,,,0.29,0.74,,17.0,,160.0,1.73,4602.0,,1.31,45.0,1.6,16.0,16.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1462,Al1Fe1,165164,0,,26.9815386,13.0,-55.156043999999994,-3.934827,-2.564018,-0.286883,-0.10254500000000001,,,,,,,,,,,,,,1.25,1.18,2792.0,245.0,76.0,23.1,,,,,,,,1.0,,,,,,2700.0,2.7,,,,,,,,0.675,,,,,,1858.53,933.47,80.0,2.75,10.0,,,,,,,1.0,,1.0,,,,,,0.35,0.71,,26.0,1.175,235.0,1.84,5100.0,167.0,1.61,70.0,1.43,80.0,80.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1463,N1Nb1,644540,0,,14.0067,7.0,-14.011501,-0.6761510000000001,-0.266297,,,,,,,,,,,,,,,,0.65,0.56,77.36,,,,,1.0,,,,,,1.0,,1.0,,,126.2,,,,1.32,,,,,,0.3,,0.27,,,,14.31,63.05,100.0,,13.54,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.000298,,,0.025830000000000002,1.55,333.6,,3.04,,,91.0,91.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
1464,Co1Te2,25678,0,,58.93319499999999,27.0,-275.616639,-32.379758,-28.152095000000003,-3.651812,-2.3882849999999998,-0.322368,-0.204497,,,,,,,,,,,,1.3500000000000003,1.5200000000000002,3200.0,700.0,180.0,13.0,,,,,,,1.0,1.0,,,,,,8900.0,6.0,,,,,,,0.8850000000000001,0.75,0.67,,,,,1432.0,1768.0,64.0,5.0,6.669999999999999,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.31,0.67,,75.0,,100.0,,4720.0,1043.0,1.88,209.0,1.25,67.0,67.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.8850000000000001,0.75,0.67,0.79,0.685,,,,
1466,Au1Mn1,109348,0,,196.966569,79.0,-2683.508245,-447.888973,-430.72570099999996,-104.824516,-96.70700000000001,-81.511751,-22.078357,-18.578651999999998,-12.131815,-3.486824,-3.1139360000000003,-2.002495,-0.304738,,-0.16233399999999998,,,,1.35,1.74,3129.0,2450.0,220.0,14.2,,,,,,,,1.0,,,,,,19300.0,2.2,,,,,,1.51,,0.99,,0.71,,,,1791.67,1337.33,70.0,2.5,10.21,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,0.44,0.95,,27.0,,320.0,1.66,1740.0,216.0,2.54,78.0,1.442,71.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,Au1Mn1,109349,0,,196.966569,79.0,-2683.508245,-447.888973,-430.72570099999996,-104.824516,-96.70700000000001,-81.511751,-22.078357,-18.578651999999998,-12.131815,-3.486824,-3.1139360000000003,-2.002495,-0.304738,,-0.16233399999999998,,,,1.35,1.74,3129.0,2450.0,220.0,14.2,,,,,,,,1.0,,,,,,19300.0,2.2,,,,,,1.51,,0.99,,0.71,,,,1791.67,1337.33,70.0,2.5,10.21,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,0.44,0.95,,27.0,,320.0,1.66,1740.0,216.0,2.54,78.0,1.442,71.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,Hf1V2,280387,0,,178.49,72.0,-2210.65199,-361.006527,-345.687023,-81.522812,-74.452656,-61.23144299999999,-15.883625,-12.971211000000002,-7.6766380000000005,-0.871574,-2.0498279999999998,-1.246441,-0.143805,,-0.166465,,,,1.55,2.08,4876.0,1700.0,110.0,5.900000000000001,,,,,,,,,1.0,,,,,13310.0,34.0,,,,,,,,,0.85,,,,,2370.0,2506.0,50.0,5.5,13.44,,,,,,,,1.0,1.0,1.0,,,,,0.37,,,30.0,0.128,23.0,,3010.0,1760.0,1.3,78.0,1.58,50.0,50.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1470,Hf1V2,280388,0,,178.49,72.0,-2210.65199,-361.006527,-345.687023,-81.522812,-74.452656,-61.23144299999999,-15.883625,-12.971211000000002,-7.6766380000000005,-0.871574,-2.0498279999999998,-1.246441,-0.143805,,-0.166465,,,,1.55,2.08,4876.0,1700.0,110.0,5.900000000000001,,,,,,,,,1.0,,,,,13310.0,34.0,,,,,,,,,0.85,,,,,2370.0,2506.0,50.0,5.5,13.44,,,,,,,,1.0,1.0,1.0,,,,,0.37,,,30.0,0.128,23.0,,3010.0,1760.0,1.3,78.0,1.58,50.0,50.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1471,Lu2Zn17,104247,0,,174.967,71.0,-2146.8853510000004,-349.390492,-334.330902,-78.462398,-71.538779,-58.59298199999999,-15.08337,-12.250904,-7.113364000000002,-0.568096,-1.872086,-1.111991,-0.10368599999999999,,-0.155112,,,,1.75,2.1700000000000004,3675.0,893.0,48.0,9.9,,,,,,,,1.0,,,,,,9841.0,58.0,,,,,,,,1.001,,,,,,1750.0,1925.0,20.0,,17.78,,,,,,,,,1.0,,,,,,0.25999999999999995,,,27.0,0.022000000000000002,16.0,,,1160.0,1.27,69.0,1.735,33.0,33.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1472,P1Re2,186200,0,,30.973762000000004,15.0,-76.061897,-6.329346,-4.576617,-0.512364,-0.20608,,,,,,,,,,,,,,1.0,0.98,550.0,,11.0,,,1.0,,,,,,1.0,,1.0,,,994.0,1823.0,10.0,,,,,,,,0.58,,0.52,,,,232.7,,90.0,,17.02,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.001212,,,0.23600000000000002,1.8,,,2.19,,,90.0,90.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
1474,Mg1Zn2,104897,0,,24.305,12.0,-45.973167,-2.903746,-1.71897,-0.175427,,,,,,,,,,,,,,,1.5,1.45,1363.0,260.0,45.0,8.2,,,,,,,1.0,,,,,,,1738.0,4.4,,,,,,,0.86,,,,,,,440.0,923.0,73.0,2.5,14.0,,,,,,,1.0,1.0,,,,,,,0.29,0.7399999999999999,,17.0,,160.0,1.7299999999999998,4602.0,,1.31,45.0,1.6000000000000003,16.0,16.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1475,Cu1Ti1,103128,0,,63.54600000000001,29.0,-320.78852,-38.14131,-33.481246999999996,-4.057453,-2.609244,-0.202272,-0.172056,,,,,,,,,,,,1.35,1.45,3200.0,874.0,140.0,16.5,,,,,,,1.0,,,,,,,8920.0,1.72,,,,,,0.91,0.87,0.68,,,,,,1842.23,1357.77,72.0,3.0,7.11,,,,,,,1.0,1.0,1.0,1.0,,,,,0.34,0.9,,48.0,,400.0,1.4,3570.0,369.0,1.9,130.0,1.278,73.0,73.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
1476,Cu1Ti1,103127,0,,63.54600000000001,29.0,-320.78852,-38.14131,-33.481246999999996,-4.057453,-2.609244,-0.202272,-0.172056,,,,,,,,,,,,1.35,1.45,3200.0,874.0,140.0,16.5,,,,,,,1.0,,,,,,,8920.0,1.72,,,,,,0.91,0.87,0.68,,,,,,1842.23,1357.77,72.0,3.0,7.11,,,,,,,1.0,1.0,1.0,1.0,,,,,0.34,0.9,,48.0,,400.0,1.4,3570.0,369.0,1.9,130.0,1.278,73.0,73.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
1482,Ca1Zn1,58944,0,,40.078,20.0,-143.935181,-15.046904999999999,-12.285376,-1.706331,-1.030572,,-0.14141099999999998,,,,,,,,,,,,1.8,1.94,1757.0,167.0,17.0,22.3,,,,,,,1.0,,,,,,,1550.0,3.4,,,,,,,1.14,,,,,,,642.0,1115.0,16.0,1.75,26.2,,,,,,,,1.0,,,,,,,0.31,,,7.4,,200.0,2.31,3810.0,,1.0,20.0,1.976,15.0,15.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1483,Se2V1,652158,0,,78.96,34.0,-451.300258,-57.311948,-51.514388000000004,-7.547186,-5.553517,-2.011392,-0.6212479999999999,-0.245806,,,,,,,,,,,1.15,1.03,958.0,736.0,8.3,,,,1.0,,,,1.0,,1.0,,1.0,,1766.0,4819.0,,,,1.84,,,,,,0.64,,0.56,,,464.0,494.0,93.0,2.0,16.42,,,,1.0,,,,1.0,,1.0,,1.0,,,0.33,,1.000895,3.7000000000000006,,0.52,1.9,3350.0,,2.55,10.0,,95.0,95.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
1485,Al1Ni3,105529,0,,26.9815386,13.0,-55.156043999999994,-3.934827,-2.564018,-0.286883,-0.10254500000000001,,,,,,,,,,,,,,1.25,1.18,2792.0,245.0,76.0,23.1,,,,,,,,1.0,,,,,,2700.0,2.7,,,,,,,,0.675,,,,,,1858.53,933.47,80.0,2.75,10.0,,,,,,,1.0,,1.0,,,,,,0.35,0.71,,26.0,1.175,235.0,1.84,5100.0,167.0,1.61,70.0,1.43,80.0,80.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1486,Be5Fe1,616267,0,,9.012181999999996,4.0,-3.856411,-0.205744,,,,,,,,,,,,,,,,,1.05,1.12,2742.0,600.0,130.0,11.3,,,,,,,1.0,,,,,,,1848.0,3.8,,,,,,,0.59,,,,,,,1182.0,1560.0,77.0,5.5,4.8500000000000005,,,,,,,,1.0,,,,,,,0.032,,,132.0,0.026000000000000002,190.0,1.53,13000.0,1670.0,1.57,287.0,1.12,17.0,17.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1489,Co1La3,150531,0,,58.933195,27.0,-275.616639,-32.379758,-28.152095000000003,-3.651812,-2.3882849999999998,-0.322368,-0.204497,,,,,,,,,,,,1.35,1.52,3200.0,700.0,180.0,13.0,,,,,,,1.0,1.0,,,,,,8900.0,6.0,,,,,,,0.885,0.75,0.67,,,,,1432.0,1768.0,64.0,5.0,6.67,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.31,0.67,,75.0,,100.0,,4720.0,1043.0,1.88,209.0,1.25,67.0,67.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.885,0.75,0.67,0.79,0.685,,,,
1493,H3P1,24498,0,,1.00794,1.0,-0.233471,,,,,,,,,,,,,,,,,,0.25,0.53,20.28,,,,,,,1.0,,1.0,,,,,,,33.0,,,,,,,,,,,,,,,,6.27,14.01,103.0,,11.42,,,,,1.0,,1.0,,,,,,,,,,1.000132,,,0.1805,1.2,1270.0,,2.2,,,92.0,92.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
1496,Te1Zn1,78310,0,,127.6,52.0,-1115.831819,-167.021776,-156.808583,-33.137485,-28.860684999999997,-20.887801,-5.572846,-4.100084,-1.6083809999999998,,-0.520997,-0.22659400000000002,,,,,,,1.4,1.23,1261.0,180.0,65.0,,,,1.0,,,,1.0,,1.0,,1.0,,,6240.0,10000.0,,,2.07,,,,,,1.11,,0.7,,,538.34,722.66,92.0,2.25,20.46,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,0.5,1.000991,16.0,,3.0,2.06,2610.0,,2.1,43.0,,94.0,94.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
1497,Cr12P7,42632,0,,51.9961,24.0,-213.88119100000003,-24.113457,-20.526273,-2.6490850000000004,-1.6542299999999999,-0.11812300000000002,-0.15044500000000002,,,,,,,,,,,,1.3999999999999997,1.66,2944.0,1120.0,160.0,4.9,,,,,,,,1.0,,,1.0,,,7140.0,12.699999999999998,,,,,,,0.94,,,,,,,764.0,2180.0,57.0,8.5,7.23,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.21,,,115.0,,94.0,,5940.0,1060.0,1.66,279.0,1.285,58.0,58.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.94,,,0.8700000000000001,0.755,0.69,0.63,0.58,
1499,Se1Zr2,250208,0,,78.96,34.0,-451.300258,-57.311948,-51.514388000000004,-7.547186,-5.553517,-2.011392,-0.6212479999999999,-0.245806,,,,,,,,,,,1.15,1.03,958.0,736.0,8.3,,,,1.0,,,,1.0,,1.0,,1.0,,1766.0,4819.0,,,,1.84,,,,,,0.64,,0.56,,,464.0,494.0,93.0,2.0,16.42,,,,1.0,,,,1.0,,1.0,,1.0,,,0.33,,1.000895,3.7000000000000006,,0.52,1.9,3350.0,,2.55,10.0,,95.0,95.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
1502,Cr3Rh1,626569,0,,51.9961,24.0,-213.881191,-24.113457,-20.526273,-2.649085,-1.6542299999999999,-0.118123,-0.150445,,,,,,,,,,,,1.4,1.66,2944.0,1120.0,160.0,4.9,,,,,,,,1.0,,,1.0,,,7140.0,12.7,,,,,,,0.94,,,,,,,764.0,2180.0,57.0,8.5,7.23,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.21,,,115.0,,94.0,,5940.0,1060.0,1.66,279.0,1.285,58.0,58.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.94,,,0.87,0.755,0.69,0.63,0.58,
1506,Cu4Ti3,103134,0,,63.54600000000001,29.0,-320.78852,-38.14130999999999,-33.481246999999996,-4.057453,-2.609244,-0.202272,-0.172056,,,,,,,,,,,,1.35,1.4499999999999995,3200.0,874.0,140.0,16.5,,,,,,,1.0,,,,,,,8920.0,1.72,,,,,,0.91,0.87,0.6799999999999999,,,,,,1842.23,1357.77,72.0,3.0,7.11,,,,,,,1.0,1.0,1.0,1.0,,,,,0.34,0.9000000000000001,,48.0,,400.0,1.4,3570.0,369.0,1.9,130.0,1.278,73.0,73.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
1509,Cr1Rh3,108348,0,,51.9961,24.0,-213.881191,-24.113457,-20.526273,-2.649085,-1.6542299999999999,-0.118123,-0.150445,,,,,,,,,,,,1.4,1.66,2944.0,1120.0,160.0,4.9,,,,,,,,1.0,,,1.0,,,7140.0,12.7,,,,,,,0.94,,,,,,,764.0,2180.0,57.0,8.5,7.23,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.21,,,115.0,,94.0,,5940.0,1060.0,1.66,279.0,1.285,58.0,58.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.94,,,0.87,0.755,0.69,0.63,0.58,
1510,Ge2Mn5,40462,0,,72.64,32.0,-396.29299100000003,-49.055282,-43.72012899999999,-5.9614720000000005,-4.194822,-1.117316,-0.42652299999999993,-0.149882,,,,,,,,,,,1.25,1.25,3093.0,,,6.0,1.0,,,,,,1.0,,1.0,,,,,5323.0,50000.0,,,,,,,0.87,,0.67,,,,,1881.6,1211.4,84.0,6.0,13.63,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,60.0,2.11,5400.0,,2.01,,1.39,84.0,84.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
1511,Ni7Y2,108650,0,,58.6934,28.0,-297.870824,-35.31211199999999,-30.868027,-3.950717,-2.594158,-0.348699,-0.21076400000000006,,,,,,,,,,,,1.3500000000000003,1.49,3186.0,700.0,180.0,13.4,,,,,,,1.0,,,,,,,8908.0,7.199999999999998,,,,,,,,0.74,,,,,,1458.0,1728.0,67.0,4.0,6.59,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,0.31,0.7200000000000001,,76.0,,91.0,1.63,4970.0,638.0,1.91,200.0,1.2459999999999998,70.0,70.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,0.74,,0.83,0.6999999999999998,0.62,,,
1512,P2W1,37224,0,,30.973762000000004,15.0,-76.061897,-6.329346,-4.576617,-0.512364,-0.20608,,,,,,,,,,,,,,1.0,0.98,550.0,,11.0,,,1.0,,,,,,1.0,,1.0,,,994.0,1823.0,10.0,,,,,,,,0.58,,0.52,,,,232.7,,90.0,,17.02,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.001212,,,0.23600000000000002,1.8,,,2.19,,,90.0,90.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
1514,Cu3Ti2,103132,0,,63.54600000000001,29.0,-320.78851999999995,-38.14131,-33.48124700000001,-4.057453,-2.6092439999999995,-0.202272,-0.172056,,,,,,,,,,,,1.35,1.45,3200.0,874.0,140.0,16.5,,,,,,,1.0,,,,,,,8920.0,1.72,,,,,,0.91,0.8699999999999999,0.68,,,,,,1842.23,1357.77,72.0,3.0,7.110000000000001,,,,,,,1.0,1.0,1.0,1.0,,,,,0.34,0.9,,48.0,,400.0,1.4,3570.0,369.0,1.9,130.0,1.278,73.0,73.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
1515,Cu3Ti2,103133,0,,63.54600000000001,29.0,-320.78851999999995,-38.14131,-33.48124700000001,-4.057453,-2.6092439999999995,-0.202272,-0.172056,,,,,,,,,,,,1.35,1.45,3200.0,874.0,140.0,16.5,,,,,,,1.0,,,,,,,8920.0,1.72,,,,,,0.91,0.8699999999999999,0.68,,,,,,1842.23,1357.77,72.0,3.0,7.110000000000001,,,,,,,1.0,1.0,1.0,1.0,,,,,0.34,0.9,,48.0,,400.0,1.4,3570.0,369.0,1.9,130.0,1.278,73.0,73.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
